timestamp,total_cost,pnl,value,return
2017-10-17,0.0,0.0,120.0,0.0
2017-10-18,0.0,0.0,120.0,0.0
2017-10-19,0.0,0.0,120.0,0.0
2017-10-20,0.0,0.0,120.0,0.0
2017-10-21,0.0,0.0,120.0,0.0
2017-10-22,0.0,0.0,120.0,0.0
2017-10-23,0.0,0.0,120.0,0.0
2017-10-24,0.0,0.0,120.0,0.0
2017-10-25,0.0,0.0,120.0,0.0
2017-10-26,0.0,0.0,120.0,0.0
2017-10-27,0.0,0.0,120.0,0.0
2017-10-28,0.0,0.0,120.0,0.0
2017-10-29,0.0,0.0,120.0,0.0
2017-10-30,0.0,0.0,120.0,0.0
2017-10-31,0.0,0.0,120.0,0.0
2017-11-01,0.0,0.0,120.0,0.0
2017-11-02,0.0,0.0,120.0,0.0
2017-11-03,0.0,0.0,120.0,0.0
2017-11-04,0.0,0.0,120.0,0.0
2017-11-05,0.0,0.0,120.0,0.0
2017-11-06,0.0,0.0,120.0,0.0
2017-11-07,0.0,0.0,120.0,0.0
2017-11-08,0.0,0.0,120.0,0.0
2017-11-09,0.0,0.0,120.0,0.0
2017-11-10,0.0,0.0,120.0,0.0
2017-11-11,0.0,0.0,120.0,0.0
2017-11-12,0.0,0.0,120.0,0.0
2017-11-13,0.0,0.0,120.0,0.0
2017-11-14,0.0,0.0,120.0,0.0
2017-11-15,0.0,0.0,120.0,0.0
2017-11-16,0.0,0.0,120.0,0.0
2017-11-17,0.0,0.0,120.0,0.0
2017-11-18,0.0,0.0,120.0,0.0
2017-11-19,0.0,0.0,120.0,0.0
2017-11-20,0.0,0.0,120.0,0.0
2017-11-21,0.0,0.0,120.0,0.0
2017-11-22,0.0,0.0,120.0,0.0
2017-11-23,0.0,0.0,120.0,0.0
2017-11-24,0.0,0.0,120.0,0.0
2017-11-25,0.0,0.0,120.0,0.0
2017-11-26,0.0,0.0,120.0,0.0
2017-11-27,0.0,0.0,120.0,0.0
2017-11-28,0.0,0.0,120.0,0.0
2017-11-29,0.0,0.0,120.0,0.0
2017-11-30,0.0,0.0,120.0,0.0
2017-12-01,0.0,0.0,120.0,0.0
2017-12-02,0.0,0.0,120.0,0.0
2017-12-03,0.0,0.0,120.0,0.0
2017-12-04,0.0,0.0,120.0,0.0
2017-12-05,0.0,0.0,120.0,0.0
2017-12-06,0.0,0.0,120.0,0.0
2017-12-07,0.0,0.0,120.0,0.0
2017-12-08,0.0,0.0,120.0,0.0
2017-12-09,0.0,0.0,120.0,0.0
2017-12-10,0.0,0.0,120.0,0.0
2017-12-11,0.0,0.0,120.0,0.0
2017-12-12,0.0,0.0,120.0,0.0
2017-12-13,0.0,0.0,120.0,0.0
2017-12-14,0.0,0.0,120.0,0.0
2017-12-15,0.0,0.0,120.0,0.0
2017-12-16,0.0,0.0,120.0,0.0
2017-12-17,0.0,0.0,120.0,0.0
2017-12-18,0.0,0.0,120.0,0.0
2017-12-19,0.0,0.0,120.0,0.0
2017-12-20,0.0,0.0,120.0,0.0
2017-12-21,0.0,0.0,120.0,0.0
2017-12-22,0.0,0.0,120.0,0.0
2017-12-23,0.0,0.0,120.0,0.0
2017-12-24,0.0,0.0,120.0,0.0
2017-12-25,0.0,0.0,120.0,0.0
2017-12-26,0.0,0.0,120.0,0.0
2017-12-27,0.0,0.0,120.0,0.0
2017-12-28,0.0,0.0,120.0,0.0
2017-12-29,0.0,0.0,120.0,0.0
2017-12-30,0.0,0.0,120.0,0.0
2017-12-31,0.0,0.0,120.0,0.0
2018-01-01,0.0,0.0,120.0,0.0
2018-01-02,0.0,0.0,120.0,0.0
2018-01-03,0.0,0.0,120.0,0.0
2018-01-04,0.0,0.0,120.0,0.0
2018-01-05,0.0,0.0,120.0,0.0
2018-01-06,0.0,0.0,120.0,0.0
2018-01-07,0.0,0.0,120.0,0.0
2018-01-08,0.0,0.0,120.0,0.0
2018-01-09,0.0,0.0,120.0,0.0
2018-01-10,0.0,0.0,120.0,0.0
2018-01-11,0.0,0.0,120.0,0.0
2018-01-12,0.0,0.0,120.0,0.0
2018-01-13,0.0,0.0,120.0,0.0
2018-01-14,0.0,0.0,120.0,0.0
2018-01-15,0.0,0.0,120.0,0.0
2018-01-16,0.0,0.0,120.0,0.0
2018-01-17,0.0,0.0,120.0,0.0
2018-01-18,0.0,0.0,120.0,0.0
2018-01-19,0.0,0.0,120.0,0.0
2018-01-20,0.0,0.0,120.0,0.0
2018-01-21,0.0,0.0,120.0,0.0
2018-01-22,0.0,0.0,120.0,0.0
2018-01-23,0.0,0.0,120.0,0.0
2018-01-24,0.0,0.0,120.0,0.0
2018-01-25,0.0,0.0,120.0,0.0
2018-01-26,0.0,0.0,120.0,0.0
2018-01-27,0.0,0.0,120.0,0.0
2018-01-28,0.0,0.0,120.0,0.0
2018-01-29,0.0,0.0,120.0,0.0
2018-01-30,0.0,0.0,120.0,0.0
2018-01-31,0.0,0.0,120.0,0.0
2018-02-01,0.0,0.0,120.0,0.0
2018-02-02,0.0,0.0,120.0,0.0
2018-02-03,0.0,0.0,120.0,0.0
2018-02-04,0.0,0.0,120.0,0.0
2018-02-05,0.0,0.0,120.0,0.0
2018-02-06,0.0,0.0,120.0,0.0
2018-02-07,0.0,0.0,120.0,0.0
2018-02-08,0.0,0.0,120.0,0.0
2018-02-09,0.0,0.0,120.0,0.0
2018-02-10,0.0,0.0,120.0,0.0
2018-02-11,0.0,0.0,120.0,0.0
2018-02-12,0.0,0.0,120.0,0.0
2018-02-13,0.0,0.0,120.0,0.0
2018-02-14,0.0,0.0,120.0,0.0
2018-02-15,0.0,0.0,120.0,0.0
2018-02-16,0.0,0.0,120.0,0.0
2018-02-17,0.0,0.0,120.0,0.0
2018-02-18,0.0,0.0,120.0,0.0
2018-02-19,0.0,0.0,120.0,0.0
2018-02-20,0.0,0.0,120.0,0.0
2018-02-21,0.0,0.0,120.0,0.0
2018-02-22,0.0,0.0,120.0,0.0
2018-02-23,0.0,0.0,120.0,0.0
2018-02-24,0.0,0.0,120.0,0.0
2018-02-25,0.0,0.0,120.0,0.0
2018-02-26,0.0,0.0,120.0,0.0
2018-02-27,0.0,0.0,120.0,0.0
2018-02-28,0.0,0.0,120.0,0.0
2018-03-01,0.0,0.0,120.0,0.0
2018-03-02,0.0,0.0,120.0,0.0
2018-03-03,0.0,0.0,120.0,0.0
2018-03-04,0.0,0.0,120.0,0.0
2018-03-05,0.0,0.0,120.0,0.0
2018-03-06,0.0,0.0,120.0,0.0
2018-03-07,0.0,0.0,120.0,0.0
2018-03-08,0.0,0.0,120.0,0.0
2018-03-09,0.0,0.0,120.0,0.0
2018-03-10,0.0,0.0,120.0,0.0
2018-03-11,0.0,0.0,120.0,0.0
2018-03-12,0.0,0.0,120.0,0.0
2018-03-13,0.0,0.0,120.0,0.0
2018-03-14,0.0,0.0,120.0,0.0
2018-03-15,0.0,0.0,120.0,0.0
2018-03-16,0.0,0.0,120.0,0.0
2018-03-17,0.0,0.0,120.0,0.0
2018-03-18,0.0,0.0,120.0,0.0
2018-03-19,0.0,0.0,120.0,0.0
2018-03-20,0.0,0.0,120.0,0.0
2018-03-21,0.0,0.0,120.0,0.0
2018-03-22,0.0,0.0,120.0,0.0
2018-03-23,0.0,0.0,120.0,0.0
2018-03-24,0.0,0.0,120.0,0.0
2018-03-25,0.0,0.0,120.0,0.0
2018-03-26,0.0,0.0,120.0,0.0
2018-03-27,0.0,0.0,120.0,0.0
2018-03-28,0.0,0.0,120.0,0.0
2018-03-29,0.0,0.0,120.0,0.0
2018-03-30,0.0,0.0,120.0,0.0
2018-03-31,0.0,0.0,120.0,0.0
2018-04-01,0.0,0.0,120.0,0.0
2018-04-02,0.0,0.0,120.0,0.0
2018-04-03,0.0,0.0,120.0,0.0
2018-04-04,0.0,0.0,120.0,0.0
2018-04-05,0.0,0.0,120.0,0.0
2018-04-06,0.0,0.0,120.0,0.0
2018-04-07,0.0,0.0,120.0,0.0
2018-04-08,0.0,0.0,120.0,0.0
2018-04-09,0.0,0.0,120.0,0.0
2018-04-10,0.0,0.0,120.0,0.0
2018-04-11,0.0,0.0,120.0,0.0
2018-04-12,0.0,0.0,120.0,0.0
2018-04-13,0.0,0.0,120.0,0.0
2018-04-14,0.0,0.0,120.0,0.0
2018-04-15,0.0,0.0,120.0,0.0
2018-04-16,0.0,0.0,120.0,0.0
2018-04-17,0.0,0.0,120.0,0.0
2018-04-18,0.0,0.0,120.0,0.0
2018-04-19,0.0,0.0,120.0,0.0
2018-04-20,0.0,0.0,120.0,0.0
2018-04-21,0.0,0.0,120.0,0.0
2018-04-22,0.0,0.0,120.0,0.0
2018-04-23,0.0,0.0,120.0,0.0
2018-04-24,0.0,0.0,120.0,0.0
2018-04-25,0.0,0.0,120.0,0.0
2018-04-26,0.0,0.0,120.0,0.0
2018-04-27,0.0,0.0,120.0,0.0
2018-04-28,0.0,0.0,120.0,0.0
2018-04-29,0.0,0.0,120.0,0.0
2018-04-30,0.0,0.0,120.0,0.0
2018-05-01,0.0,0.0,120.0,0.0
2018-05-02,0.0,0.0,120.0,0.0
2018-05-03,0.0,0.0,120.0,0.0
2018-05-04,0.0,0.0,120.0,0.0
2018-05-05,0.0,0.0,120.0,0.0
2018-05-06,0.0,0.0,120.0,0.0
2018-05-07,0.0,0.0,120.0,0.0
2018-05-08,0.0,0.0,120.0,0.0
2018-05-09,0.0,0.0,120.0,0.0
2018-05-10,0.0,0.0,120.0,0.0
2018-05-11,0.0,0.0,120.0,0.0
2018-05-12,0.0,0.0,120.0,0.0
2018-05-13,0.0,0.0,120.0,0.0
2018-05-14,0.0,0.0,120.0,0.0
2018-05-15,0.0,0.0,120.0,0.0
2018-05-16,0.0,0.0,120.0,0.0
2018-05-17,0.0,0.0,120.0,0.0
2018-05-18,0.0,0.0,120.0,0.0
2018-05-19,0.0,0.0,120.0,0.0
2018-05-20,0.0,0.0,120.0,0.0
2018-05-21,0.0,0.0,120.0,0.0
2018-05-22,0.0,0.0,120.0,0.0
2018-05-23,0.0,0.0,120.0,0.0
2018-05-24,0.0,0.0,120.0,0.0
2018-05-25,0.0,0.0,120.0,0.0
2018-05-26,0.0,0.0,120.0,0.0
2018-05-27,0.0,0.0,120.0,0.0
2018-05-28,0.0,0.0,120.0,0.0
2018-05-29,0.0,0.0,120.0,0.0
2018-05-30,0.0,0.0,120.0,0.0
2018-05-31,0.0,0.0,120.0,0.0
2018-06-01,0.0,0.0,120.0,0.0
2018-06-02,0.0,0.0,120.0,0.0
2018-06-03,0.0,0.0,120.0,0.0
2018-06-04,0.0,0.0,120.0,0.0
2018-06-05,0.0,0.0,120.0,0.0
2018-06-06,0.0,0.0,120.0,0.0
2018-06-07,0.0,0.0,120.0,0.0
2018-06-08,0.0,0.0,120.0,0.0
2018-06-09,0.0,0.0,120.0,0.0
2018-06-10,0.0,0.0,120.0,0.0
2018-06-11,0.0,0.0,120.0,0.0
2018-06-12,0.0,0.0,120.0,0.0
2018-06-13,0.0,0.0,120.0,0.0
2018-06-14,0.0,0.0,120.0,0.0
2018-06-15,0.0,0.0,120.0,0.0
2018-06-16,0.0,0.0,120.0,0.0
2018-06-17,0.0,0.0,120.0,0.0
2018-06-18,0.0,0.0,120.0,0.0
2018-06-19,0.0,0.0,120.0,0.0
2018-06-20,0.0,0.0,120.0,0.0
2018-06-21,0.0,0.0,120.0,0.0
2018-06-22,0.0,0.0,120.0,0.0
2018-06-23,0.0,0.0,120.0,0.0
2018-06-24,0.0,0.0,120.0,0.0
2018-06-25,0.0,0.0,120.0,0.0
2018-06-26,0.0,0.0,120.0,0.0
2018-06-27,0.0,0.0,120.0,0.0
2018-06-28,0.0,0.0,120.0,0.0
2018-06-29,0.0,0.0,120.0,0.0
2018-06-30,0.0,0.0,120.0,0.0
2018-07-01,0.0,0.0,120.0,0.0
2018-07-02,0.0,0.0,120.0,0.0
2018-07-03,0.0,0.0,120.0,0.0
2018-07-04,0.0,0.0,120.0,0.0
2018-07-05,0.0,0.0,120.0,0.0
2018-07-06,0.0,0.0,120.0,0.0
2018-07-07,0.0,0.0,120.0,0.0
2018-07-08,0.0,0.0,120.0,0.0
2018-07-09,0.0,0.0,120.0,0.0
2018-07-10,0.0,0.0,120.0,0.0
2018-07-11,0.0,0.0,120.0,0.0
2018-07-12,0.0,0.0,120.0,0.0
2018-07-13,0.0,0.0,120.0,0.0
2018-07-14,0.0,0.0,120.0,0.0
2018-07-15,0.0,0.0,120.0,0.0
2018-07-16,0.0,0.0,120.0,0.0
2018-07-17,0.0,0.0,120.0,0.0
2018-07-18,0.0,0.0,120.0,0.0
2018-07-19,0.0,0.0,120.0,0.0
2018-07-20,0.0,0.0,120.0,0.0
2018-07-21,0.0,0.0,120.0,0.0
2018-07-22,0.0,0.0,120.0,0.0
2018-07-23,0.0,0.0,120.0,0.0
2018-07-24,0.0,0.0,120.0,0.0
2018-07-25,0.0,0.0,120.0,0.0
2018-07-26,0.0,0.0,120.0,0.0
2018-07-27,0.0,0.0,120.0,0.0
2018-07-28,0.0,0.0,120.0,0.0
2018-07-29,0.0,0.0,120.0,0.0
2018-07-30,0.0,0.0,120.0,0.0
2018-07-31,0.0,0.0,120.0,0.0
2018-08-01,0.0,0.0,120.0,0.0
2018-08-02,0.0,0.0,120.0,0.0
2018-08-03,0.0,0.0,120.0,0.0
2018-08-04,0.0,0.0,120.0,0.0
2018-08-05,0.0,0.0,120.0,0.0
2018-08-06,0.0,0.0,120.0,0.0
2018-08-07,0.0,0.0,120.0,0.0
2018-08-08,0.0,0.0,120.0,0.0
2018-08-09,0.0,0.0,120.0,0.0
2018-08-10,0.0,0.0,120.0,0.0
2018-08-11,0.0,0.0,120.0,0.0
2018-08-12,0.0,0.0,120.0,0.0
2018-08-13,0.0,0.0,120.0,0.0
2018-08-14,0.0,0.0,120.0,0.0
2018-08-15,0.0,0.0,120.0,0.0
2018-08-16,0.0,0.0,120.0,0.0
2018-08-17,0.0,0.0,120.0,0.0
2018-08-18,0.0,0.0,120.0,0.0
2018-08-19,0.0,0.0,120.0,0.0
2018-08-20,0.0,0.0,120.0,0.0
2018-08-21,0.0,0.0,120.0,0.0
2018-08-22,0.0,0.0,120.0,0.0
2018-08-23,0.0,0.0,120.0,0.0
2018-08-24,0.0,0.0,120.0,0.0
2018-08-25,0.0,0.0,120.0,0.0
2018-08-26,0.0,0.0,120.0,0.0
2018-08-27,0.0,0.0,120.0,0.0
2018-08-28,0.0,0.0,120.0,0.0
2018-08-29,0.0,0.0,120.0,0.0
2018-08-30,0.0,0.0,120.0,0.0
2018-08-31,0.0,0.0,120.0,0.0
2018-09-01,0.0,0.0,120.0,0.0
2018-09-02,0.0,0.0,120.0,0.0
2018-09-03,0.0,0.0,120.0,0.0
2018-09-04,0.0,0.0,120.0,0.0
2018-09-05,0.0,0.0,120.0,0.0
2018-09-06,0.0,0.0,120.0,0.0
2018-09-07,0.0,0.0,120.0,0.0
2018-09-08,0.0,0.0,120.0,0.0
2018-09-09,0.0,0.0,120.0,0.0
2018-09-10,0.0,0.0,120.0,0.0
2018-09-11,0.0,0.0,120.0,0.0
2018-09-12,0.0,0.0,120.0,0.0
2018-09-13,0.0,0.0,120.0,0.0
2018-09-14,0.0,0.0,120.0,0.0
2018-09-15,0.0,0.0,120.0,0.0
2018-09-16,0.0,0.0,120.0,0.0
2018-09-17,0.0,0.0,120.0,0.0
2018-09-18,0.0,0.0,120.0,0.0
2018-09-19,0.0,0.0,120.0,0.0
2018-09-20,0.0,0.0,120.0,0.0
2018-09-21,0.0,0.0,120.0,0.0
2018-09-22,0.0,0.0,120.0,0.0
2018-09-23,0.0,0.0,120.0,0.0
2018-09-24,0.0,0.0,120.0,0.0
2018-09-25,0.0,0.0,120.0,0.0
2018-09-26,0.0,0.0,120.0,0.0
2018-09-27,0.0,0.0,120.0,0.0
2018-09-28,0.0,0.0,120.0,0.0
2018-09-29,0.0,0.0,120.0,0.0
2018-09-30,0.0,0.0,120.0,0.0
2018-10-01,0.0,0.0,120.0,0.0
2018-10-02,0.0,0.0,120.0,0.0
2018-10-03,0.0,0.0,120.0,0.0
2018-10-04,0.0,0.0,120.0,0.0
2018-10-05,0.0,0.0,120.0,0.0
2018-10-06,0.0,0.0,120.0,0.0
2018-10-07,0.0,0.0,120.0,0.0
2018-10-08,0.0,0.0,120.0,0.0
2018-10-09,0.0,0.0,120.0,0.0
2018-10-10,0.0,0.0,120.0,0.0
2018-10-11,0.0,0.0,120.0,0.0
2018-10-12,0.0,0.0,120.0,0.0
2018-10-13,0.0,0.0,120.0,0.0
2018-10-14,0.0,0.0,120.0,0.0
2018-10-15,0.0,0.0,120.0,0.0
2018-10-16,0.0,0.0,120.0,0.0
2018-10-17,0.0,0.0,120.0,0.0
2018-10-18,0.0,0.0,120.0,0.0
2018-10-19,0.0,0.0,120.0,0.0
2018-10-20,0.0,0.0,120.0,0.0
2018-10-21,0.0,0.0,120.0,0.0
2018-10-22,0.0,0.0,120.0,0.0
2018-10-23,0.0,0.0,120.0,0.0
2018-10-24,0.0,0.0,120.0,0.0
2018-10-25,0.0,0.0,120.0,0.0
2018-10-26,0.0,0.0,120.0,0.0
2018-10-27,0.0,0.0,120.0,0.0
2018-10-28,0.0,0.0,120.0,0.0
2018-10-29,0.0,0.0,120.0,0.0
2018-10-30,0.0,0.0,120.0,0.0
2018-10-31,0.0,0.0,120.0,0.0
2018-11-01,0.0,0.0,120.0,0.0
2018-11-02,0.0,0.0,120.0,0.0
2018-11-03,0.0,0.0,120.0,0.0
2018-11-04,0.0,0.0,120.0,0.0
2018-11-05,0.0,0.0,120.0,0.0
2018-11-06,0.0,0.0,120.0,0.0
2018-11-07,0.0,0.0,120.0,0.0
2018-11-08,0.0,0.0,120.0,0.0
2018-11-09,0.0,0.0,120.0,0.0
2018-11-10,0.0,0.0,120.0,0.0
2018-11-11,0.0,0.0,120.0,0.0
2018-11-12,0.0,0.0,120.0,0.0
2018-11-13,0.0,0.0,120.0,0.0
2018-11-14,0.0,0.0,120.0,0.0
2018-11-15,0.0,0.0,120.0,0.0
2018-11-16,0.0,0.0,120.0,0.0
2018-11-17,0.0,0.0,120.0,0.0
2018-11-18,0.0,0.0,120.0,0.0
2018-11-19,-10.0,0.0,120.0,0.0
2018-11-20,-20.0,-0.7152094793718184,119.28479052062818,-0.00597791115493618
2018-11-21,-30.0,-0.2828429581113703,119.71715704188863,0.0036181043488067903
2018-11-22,-40.0,-2.1385912949058223,117.86140870509418,-0.015622504278048427
2018-11-23,-50.0,-1.7001093968360763,118.29989060316393,0.00371341454525016
2018-11-24,-60.0,-7.033888580194599,112.9661114198054,-0.046134971449232946
2018-11-25,-60.0,-4.968549115355216,115.03145088464478,0.018117702132331322
2018-11-26,-60.0,-7.979952516612478,112.02004748338751,-0.026527726261496496
2018-11-27,-60.0,-7.8047205716694705,112.19527942833054,0.0015630687075107415
2018-11-28,-60.0,-2.5566517763126484,117.44334822368735,0.04571515516665158
2018-11-29,-60.0,-2.139246859034891,117.8607531409651,0.0035477949825323367
2018-11-30,-60.0,-5.5673817265901135,114.43261827340989,-0.029517706448489972
2018-12-01,-60.0,-3.5645385126758313,116.43546148732418,0.017350977780386335
2018-12-02,-60.0,-3.955274771153661,116.04472522884635,-0.003361461739355812
2018-12-03,-60.0,-7.686193199225315,112.31380680077469,-0.03267887923865014
2018-12-04,-60.0,-6.7752834039528125,113.22471659604719,0.00807768654813832
2018-12-05,-60.0,-9.223951166492256,110.77604883350774,-0.021863901240011422
2018-12-06,-60.0,-12.740577492792717,107.25942250720729,-0.03226017568932164
2018-12-07,-60.0,-14.157518354284186,105.84248164571582,-0.013298442818338614
2018-12-08,-60.0,-14.058116989666253,105.94188301033375,0.0009387035920092814
2018-12-09,-60.0,-12.247341995189892,107.75265800481012,0.01694772666991824
2018-12-10,-60.0,-13.762472009535664,106.23752799046434,-0.014160979642328365
2018-12-11,-60.0,-14.469460848125848,105.53053915187415,-0.006677035633911963
2018-12-12,-60.0,-13.599227492033037,106.40077250796696,0.008212455632951799
2018-12-13,-60.0,-15.524489153074775,104.47551084692523,-0.018260139315288686
2018-12-14,-60.0,-16.573591089401496,103.4264089105985,-0.010092363190243665
2018-12-15,-60.0,-16.741280383370786,103.25871961662921,-0.0016226550207858984
2018-12-16,-60.0,-16.512980501219822,103.48701949878017,0.002208509601430603
2018-12-17,-60.0,-12.736132716326061,107.26386728367393,0.03584565876252351
2018-12-18,-60.0,-10.797940796472233,109.20205920352777,0.017908072176126482
2018-12-19,-60.0,-10.673487055405872,109.32651294459413,0.001139015857725657
2018-12-20,-60.0,-5.455588863943923,114.54441113605608,0.04662368181009675
2018-12-21,-60.0,-8.297013237900593,111.70298676209941,-0.025119173116880073
2018-12-22,-60.0,-6.812053827449688,113.18794617255031,0.013206232665651112
2018-12-23,-60.0,-7.070659003691475,112.92934099630853,-0.0022873553122047443
2018-12-24,-60.0,-6.016034769330425,113.98396523066958,0.009295460417649228
2018-12-25,-60.0,-9.547881087774286,110.45211891222571,-0.03147566859114725
2018-12-26,-60.0,-9.117545911684438,110.88245408831557,0.0038885539887304845
2018-12-27,-60.0,-11.943750293497708,108.05624970650229,-0.02581874587300219
2018-12-28,-60.0,-8.288931826143028,111.71106817385697,0.033263867407644726
2018-12-29,-60.0,-10.227662506780696,109.77233749321931,-0.01750722762679177
2018-12-30,-60.0,-8.791999708050895,111.2080002919491,0.012993762364398956
2018-12-31,-60.0,-10.125567338243577,109.87443266175643,-0.012064131796030102
2019-01-01,-60.0,-8.856246931523465,111.14375306847654,0.011486243613998064
2019-01-02,-60.0,-8.028979747941655,111.97102025205834,0.007415653946628596
2019-01-03,-60.0,-9.265166366455787,110.73483363354421,-0.011101632877631776
2019-01-04,-60.0,-8.92534300205056,111.07465699794943,0.003064103608132716
2019-01-05,-60.0,-9.20886586454482,110.79113413545518,-0.0025558065114975616
2019-01-06,-60.0,-6.290937459283292,113.7090625407167,0.025996349019615613
2019-01-07,-60.0,-6.454586047373802,113.5454139526262,-0.0014402234790085297
2019-01-08,-60.0,-6.728276525563025,113.27172347443698,-0.0024133150971485055
2019-01-09,-60.0,-6.57311341981795,113.42688658018204,0.001368893527289706
2019-01-10,-60.0,-11.7017120113589,108.2982879886411,-0.04626911241818475
2019-01-11,-60.0,-11.49388503899376,108.50611496100623,0.001917184643807629
2019-01-12,-60.0,-11.738751815247703,108.2612481847523,-0.002259259667650809
2019-01-13,-60.0,-13.170777978686615,106.82922202131338,-0.013315767280099113
2019-01-14,-60.0,-11.160122733406695,108.8398772665933,0.018646282732321426
2019-01-15,-60.0,-12.143765234497216,107.85623476550279,-0.00907860549900832
2019-01-16,-60.0,-11.621436654567177,108.37856334543282,0.004831133567912555
2019-01-17,-60.0,-11.293196647014447,108.70680335298556,0.003024066179037116
2019-01-18,-60.0,-11.580625525191522,108.41937447480848,-0.0026475761601002182
2019-01-19,-60.0,-10.632002475050413,109.36799752494959,0.008711515646781886
2019-01-20,-60.0,-12.329368324529078,107.67063167547093,-0.015641459415589483
2019-01-21,-60.0,-12.49611478712665,107.50388521287334,-0.0015498721538911144
2019-01-22,-60.0,-11.90307385431801,108.09692614568199,0.00550130052605471
2019-01-23,-60.0,-12.146997799200236,107.85300220079976,-0.002259079690255523
2019-01-24,-60.0,-11.920718269988669,108.07928173001133,0.0020958386390479847
2019-01-25,-60.0,-11.979039124839034,108.02096087516097,-0.0005397574344499027
2019-01-26,-60.0,-11.979577885622867,108.02042211437714,-4.98757021801939e-06
2019-01-27,-60.0,-12.17366645800017,107.82633354199983,-0.0017983927911954956
2019-01-28,-60.0,-13.745366354648837,106.25463364535116,-0.014683492475333822
2019-01-29,-60.0,-14.056635397510703,105.9433646024893,-0.0029337625113223524
2019-01-30,-60.0,-13.421705813758727,106.57829418624127,0.005975216610440378
2019-01-31,-60.0,-13.746039805628634,106.25396019437136,-0.0030477922049577796
2019-02-01,-60.0,-13.369311327530568,106.63068867246943,0.0035392770062109397
2019-02-02,-60.0,-12.794184190784506,107.2058158092155,0.005379142583003998
2019-02-03,-60.0,-13.422648645130437,106.57735135486956,-0.005879473796645863
2019-02-04,-60.0,-13.353821954995254,106.64617804500475,0.0006455825275883263
2019-02-05,-60.0,-13.241086260977347,106.75891373902266,0.001056541843144566
2019-02-06,-60.0,-14.133004738619604,105.8669952613804,-0.008389605136438938
2019-02-07,-60.0,-14.226883805203208,105.77311619479678,-0.0008871576573548975
2019-02-08,-60.0,-10.716318537720916,109.28368146227908,0.03265069670242021
2019-02-09,-60.0,-10.633618757401933,109.36638124259807,0.0007564579057470348
2019-02-10,-60.0,-10.433199745814541,109.56680025418547,0.0018308697311416391
2019-02-11,-60.0,-11.093316396210902,108.9066836037891,-0.006043009408567006
2019-02-12,-60.0,-11.087794098176573,108.91220590182343,5.070540987549044e-05
2019-02-13,-60.0,-11.384920670462712,108.61507932953728,-0.0027318573553581286
