timestamp,close,rsi,signal,position,total_position,cost,total_cost,pnl
2017-08-17 04:00:00,4349.99,,0,0.0,0.0,0.0,0.0,0.0
2017-08-17 08:00:00,4427.3,,0,0.0,0.0,0.0,0.0,0.0
2017-08-17 12:00:00,4352.34,,0,0.0,0.0,0.0,0.0,0.0
2017-08-17 16:00:00,4325.23,,0,0.0,0.0,0.0,0.0,0.0
2017-08-17 20:00:00,4285.08,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 00:00:00,4292.39,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 04:00:00,4300.25,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 08:00:00,4340.31,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 12:00:00,4236.89,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 16:00:00,4136.28,,0,0.0,0.0,0.0,0.0,0.0
2017-08-18 20:00:00,4108.37,,0,0.0,0.0,0.0,0.0,0.0
2017-08-19 00:00:00,4138.55,,0,0.0,0.0,0.0,0.0,0.0
2017-08-19 04:00:00,4033.47,,0,0.0,0.0,0.0,0.0,0.0
2017-08-19 08:00:00,3957.6,22.66831979716656,1,0.002526783909440065,0.002526783909440065,-10.0,-10.0,0.0
2017-08-19 12:00:00,3972.05,24.19429726334201,1,0.0025175916718067496,0.005044375581246815,-10.0,-20.0,0.036512027491411914
2017-08-19 16:00:00,4076.12,26.86683178752112,1,0.002453313445139005,0.00749768902638582,-10.0,-30.0,0.5614801942317662
2017-08-19 20:00:00,4139.98,35.80367409150465,1,0.002415470606138194,0.009913159632524014,-10.0,-40.0,1.0402826154567606
2017-08-20 00:00:00,4094.62,34.95086075255489,1,0.0024422290713179734,0.012355388703841987,-10.0,-50.0,0.5906216945254741
2017-08-20 04:00:00,4155.87,41.794002210113185,1,0.0024062350362258687,0.014761623740067856,-10.0,-60.0,1.3473892526358
2017-08-20 08:00:00,4106.53,38.794433994115636,1,0.002435145974825461,0.017196769714893315,-10.0,-70.0,0.6190507373008387
2017-08-20 12:00:00,4125.0,39.56758301287014,1,0.0024242424242424242,0.019621012139135738,-10.0,-80.0,0.9366750739349214
2017-08-20 16:00:00,4164.6,39.53446817634938,1,0.0024011909907314024,0.022022203129867142,-10.0,-90.0,1.7136671546447104
2017-08-20 20:00:00,4086.29,40.753475121567845,1,0.002447207613752328,0.02446941074361947,-10.0,-100.0,-0.010891572455207665
2017-08-21 00:00:00,4084.76,46.39861313052234,1,0.002448124247201794,0.026917534990821262,-10.0,-110.0,-0.04832977089293422
2017-08-21 04:00:00,4043.63,45.5566231983528,1,0.002473025474635414,0.029390560465456676,-10.0,-120.0,-1.1554479850654218
2017-08-21 08:00:00,4023.11,41.970396750319956,1,0.0024856392194098596,0.03187619968486653,-10.0,-130.0,-1.7585422858165884
2017-08-21 12:00:00,4022.0,49.067282515003185,1,0.002486325211337643,0.03436252489620417,-10.0,-140.0,-1.7939248674668136
2017-08-21 16:00:00,4027.05,56.382685414943495,1,0.0024832073105623222,0.03684573220676649,-10.0,-150.0,-1.6203941167409823
2017-08-21 20:00:00,4016.0,54.064551928234515,1,0.00249003984063745,0.03933577204740394,-10.0,-160.0,-2.027539457625778
2017-08-22 00:00:00,3862.39,31.893119165014696,1,0.0025890704978005848,0.041924842545204524,-10.0,-170.0,-8.069907401827493
2017-08-22 04:00:00,3798.08,21.056819720980727,1,0.0026329092594152836,0.04455775180461981,-10.0,-180.0,-10.76609402590961
2017-08-22 08:00:00,3866.48,31.412136618433124,1,0.002586331753946742,0.04714408355856655,-10.0,-190.0,-7.718343802473612
2017-08-22 12:00:00,3858.23,23.457230505814465,1,0.0025918620714680046,0.049735945630034556,-10.0,-200.0,-8.107282491831768
2017-08-22 16:00:00,3984.24,40.406370126304246,1,0.0025098889625122986,0.05224583459254686,-10.0,-210.0,-1.8400559829911174
2017-08-22 20:00:00,4040.0,43.70034388711017,1,0.0024752475247524753,0.054721082117299334,-10.0,-220.0,1.0731717538893122
2017-08-23 00:00:00,4100.41,45.38500251635629,1,0.0024387805121926834,0.05715986262949202,-10.0,-230.0,4.378872324595363
2017-08-23 04:00:00,4074.88,49.11229713538832,1,0.002454059996858803,0.059613922626350825,-10.0,-240.0,2.9195810316644497
2017-08-23 08:00:00,4237.99,59.52626670811312,1,0.0023596091543396755,0.061973531780690504,-10.000000000000002,-250.0,12.643207951248542
2017-08-23 12:00:00,4197.05,59.54033281098427,1,0.0023826258919955683,0.06435615767268607,-10.0,-260.0,10.106011560147067
2017-08-23 16:00:00,4117.07,55.440522512506924,1,0.002428911823214082,0.06678506949590016,-10.0,-270.0,4.958806069485661
2017-08-23 20:00:00,4114.01,55.31560885992583,1,0.002430718447451513,0.06921578794335168,-10.0,-280.0,4.754443756828266
2017-08-24 00:00:00,4113.58,55.02584654701748,1,0.002430972534872301,0.07164676047822398,-10.0,-290.0,4.724680968012592
2017-08-24 04:00:00,4153.32,57.71859612833599,1,0.00240771238430942,0.0740544728625334,-10.0,-300.0,7.571923229417223
2017-08-24 08:00:00,4202.0,71.64196224876056,1,0.002379819133745835,0.07643429199627924,-10.0,-310.0,11.176894968365389
2017-08-24 12:00:00,4222.0,78.63163582331491,1,0.0023685457129322598,0.0788028377092115,-10.0,-320.0,12.70558080829096
2017-08-24 16:00:00,4216.07,75.78743932844519,1,0.0023718771272772986,0.08117471483648879,-10.0,-330.0,12.238279980675259
2017-08-24 20:00:00,4316.01,79.74451606196072,1,0.002316954779993559,0.08349166961648236,-10.0,-340.0,20.350880981434045
2017-08-25 00:00:00,4312.69,75.38920581914873,1,0.0023187384208000115,0.08581040803728236,-10.0,-350.0,20.07368863830726
2017-08-25 04:00:00,4329.0,73.79070762949056,1,0.00231000231000231,0.08812041034728467,-10.0,-360.0,21.47325639339533
2017-08-25 08:00:00,4361.27,72.51743664111594,1,0.002292910092702355,0.09041332043998702,-10.0,-370.0,24.316902035302235
2017-08-25 12:00:00,4394.36,77.22222222222213,1,0.0022756442348828955,0.09268896467486992,-10.0,-380.0,27.30867880866134
2017-08-25 16:00:00,4307.17,56.770670216097734,1,0.002321710078775623,0.09501067475364555,-10.0,-390.0,19.227127978659496
2017-08-25 20:00:00,4280.68,58.42314122837056,1,0.0023360774456394778,0.09734675219928503,-10.0,-400.0,16.710295204435454
2017-08-26 00:00:00,4297.94,70.85149062737773,1,0.0023266960450820627,0.0996734482443671,-10.0,-410.0,18.390500147395073
2017-08-26 04:00:00,4319.7,72.73269821621972,1,0.0023149755770076625,0.10198842382137475,-10.0,-420.0,20.559394381192533
2017-08-26 08:00:00,4288.72,68.13193639224784,1,0.0023316980357775746,0.10432012185715232,-10.0,-430.0,17.399793011206327
2017-08-26 12:00:00,4275.0,63.31465837965599,1,0.0023391812865497076,0.10665930314370203,-10.0,-440.0,15.968520939326197
2017-08-26 16:00:00,4293.52,60.722151928394055,1,0.002329091281745514,0.10898839442544754,-10.0,-450.0,17.943851233547548
